자료생성년월,사업장명,업종,시도,사업장형태,적용일자,가입자수,당월고지금액,신규취득자수,상실가입자수
2026-07,극동대학교,해당없음,충청북도,법인,2002-04-01,113,16162760,1,0
2026-07,김포그레이스요양원,BIZ_NO미존재사업장,경기도,개인,2025-03-01,30,6351000,3,4
2026-07,경인여자대학교,해당없음,인천광역시,법인,2003-07-01,109,17427500,3,5
2026-07,(주)에스엠컬처앤콘텐츠 에스엠타운트래블,BIZ_NO미존재사업장,서울특별시,법인,2014-03-03,66,26052820,3,2
2026-07,경남산청지역자활센터(사회서비스바우처사업단),BIZ_NO미존재사업장,경상남도,법인,2008-04-14,30,4358080,0,0
2026-07,삼성웰스토리(주)FS,수산물 가공식품 도매업,경기도,법인,2014-09-01,3325,950359060,106,93
2026-07,(주)제일엔지니어링종합건축사사무소,기타 엔지니어링 서비스업,서울특별시,법인,1989-08-01,661,309200880,9,6
2026-07,앤드통신서비스주식회사,일반 통신 공사업,울산광역시,법인,2020-10-13,31,9698960,1,0
2026-07,태영건물종합관리 주식회사,건축물 일반 청소업,서울특별시,법인,2013-04-01,147,34493120,5,15
2026-07,포곡농업협동조합,기타 금융 투자업,경기도,법인,1988-01-01,72,39861220,0,0
2026-07,주식회사셀맥인터내셔날-광주지점,상품 종합 도매업,전남광주통합특별시,법인,2019-05-01,118,34376060,6,2
2026-07,2016진정성주식회사,커피 가공업,경기도,법인,2020-01-06,35,7722500,4,3
2026-07,(주)동명양행,가죽의복 제조업,서울특별시,법인,2001-03-01,33,4935980,18,1
2026-07,용인강남학교,해당없음,경기도,법인,2011-03-01,56,17938520,0,1
2026-07,(주)교원,서적  신문 및 잡지류 소매업,서울특별시,법인,2020-09-01,867,355551020,6,17
2026-07,인알파코리아(주),그 외 자동차용 신품 부품 제조업,경기도,법인,1995-09-06,307,147650680,0,3
2026-07,주식회사 유베이스,그 외 기타 분류 안된 전문  과학 및 기술 서비스업,서울특별시,법인,1999-01-01,9580,2215010920,782,631
2026-07,주식회사코피텍,의약용 화합물 및 항생물질 제조업,경기도,법인,2017-07-01,33,10739900,0,1
2026-07,굿윌치과병원,치과병원,부산광역시,개인,2006-06-07,126,39605940,2,0
2026-07,주식회사창성테크,도장 및 기타 피막 처리업,경기도,법인,2017-08-01,36,15050040,0,4
2026-07,원주축산업협동조합,국내은행,강원특별자치도,법인,1988-01-01,116,49901940,0,1
2026-07,더나눔병원,일반병원,인천광역시,개인,2024-08-14,42,14075040,5,6
2026-07,의료법인삼호의료재단벌교삼호병원,요양병원,전남광주통합특별시,법인,2003-09-01,102,31656680,3,2
2026-07,텔레퍼포먼스코리아 주식회사,그 외 기타 분류 안된 사업 지원 서비스업,서울특별시,법인,2024-08-01,97,31091860,0,7
2026-07,(주)엘피스테크,그 외 기타 1차 철강 제조업,경상남도,법인,2006-05-01,51,16107600,0,1
2026-07,해성디에스 주식회사,기타 반도체 소자 제조업,경상남도,법인,2014-03-06,1351,702099460,16,21
2026-07,(주)세경하이테크,기타 반도체 소자 제조업,경기도,법인,2006-01-19,243,106353360,2,5
2026-07,제1군수지원사령부,BIZ_NO미존재사업장,강원특별자치도,법인,2003-08-01,37,7955340,1,0
2026-07,성민종합사회복지관,BIZ_NO미존재사업장,서울특별시,법인,2009-08-01,44,9680000,5,1
2026-07,훼미리식품(주),BIZ_NO미존재사업장,서울특별시,법인,2013-12-31,44,18976200,1,2
2026-07,부천지구축산업협동조합,국내은행,경기도,법인,1988-01-01,181,97519840,2,1
2026-07,화성종합건설(주),아파트 건설업,경상남도,법인,1995-07-01,30,9887360,0,0
2026-07,(주)대혜건축,도배  실내 장식 및 내장 목공사업,서울특별시,법인,1990-03-13,85,34887560,9,8
2026-07,(주)에스이티,물질 검사  측정 및 분석 기구 제조업,경기도,법인,2003-04-09,54,24535040,1,0
2026-07,（주）노무라마이크로사이언스코리아/일용/SK Hynix M15 Ph-4 Project 중 U,기타 반도체 소자 제조업,충청북도,법인,2025-09-01,169,80701260,11,19
2026-07,(주)신성토탈시스템,스크린 인쇄업,경기도,법인,1998-08-01,39,14811060,0,0
2026-07,우영식품,BIZ_NO미존재사업장,부산광역시,개인,2008-08-01,33,4681460,0,0
2026-07,주식회사텔레웍스,응용 소프트웨어 개발 및 공급업,서울특별시,법인,2003-06-12,65,25500260,8,7
2026-07,HLB일렉/일용/평택 전자 P5 그린동 신축 공사 중 P5 그린동 가설전기공사,산업 처리공정 제어장비 제조업,경기도,법인,2025-12-01,98,27624700,21,26
2026-07,주식회사 웨이브릿지,응용 소프트웨어 개발 및 공급업,서울특별시,법인,2018-11-26,53,26223740,2,3
2026-07,로만시스(주),재생용 재료 수집 및 판매업,경상남도,법인,2012-07-01,176,68824540,22,4
2026-07,주식회사 금륜ENG,그 외 자동차용 신품 부품 제조업,경상남도,법인,2020-08-06,35,10745820,9,8
2026-07,따뜻할온원외탕전실,한의약품 제조업,전북특별자치도,개인,2016-10-05,49,12515720,7,0
2026-07,（주）부현전기/일용/쿠팡 DAE 7FC 전기공사,내부 전기배선 공사업,대구광역시,법인,2025-04-01,41,20323640,19,0
2026-07,케이엠피주식회사,비주거용 건물 개발 및 공급업,충청남도,법인,1988-01-01,179,92424680,0,0
2026-07,주식회사 제이엔파트너스,부동산 중개 및 대리업,서울특별시,법인,2016-02-01,110,27182480,8,3
2026-07,라라한방병원,한의원,경상남도,개인,2015-11-24,32,9665640,3,4
2026-07,주식회사 엔젤위드,사무용 기계 및 장비 제조업,경기도,법인,2013-05-01,142,36097060,5,1
2026-07,(주)아이코어이앤씨,기타 엔지니어링 서비스업,서울특별시,법인,2010-06-01,93,16257720,4,31
2026-07,주식회사 서남,기타 반도체 소자 제조업,경기도,법인,2004-11-30,36,14484600,0,0
2026-07,주식회사다솔에스엔씨,그 외 기타 분류 안된 사업 지원 서비스업,세종특별자치시,법인,2018-09-03,53,14175300,4,3
2026-07,주식회사 스튜디오리얼라이브,일반 영화 및 비디오물 제작업,서울특별시,법인,2022-09-01,34,13661700,0,6
2026-07,주식회사 히타치터미널솔루션즈코리아,기타 반도체 소자 제조업,경기도,법인,1999-06-01,120,51444260,2,4
2026-07,고양시청(회계과),비주거용 건물 임대업(점포  자기땅),경기도,법인,1992-11-01,603,174765380,17,78
2026-07,농업회사법인 하늘농가（주）,채소류  서류 및 향신작물류 도매업,경기도,법인,2004-05-01,68,18134240,0,6
2026-07,테고사이언스(주),전기식 진단 및 요법 기기 제조업,서울특별시,법인,2001-03-20,35,13423440,1,1
2026-07,세경냉동,산업용 냉장 및 냉동장비 제조업,경기도,개인,2009-01-05,44,16923820,0,0
2026-07,주식회사와이피이엔지(YPEngineering),기타 엔지니어링 서비스업,경상남도,법인,2016-01-01,62,22844800,0,0
2026-07,주식회사안다미로,일반 교과학원,경기도,법인,2010-04-01,40,13558940,0,0
2026-07,국립인천해양박물관,BIZ_NO미존재사업장,인천광역시,법인,2024-05-28,94,34302620,0,0
2026-07,앤드요양병원,요양병원,대구광역시,개인,2024-05-01,50,12902980,4,2
2026-07,성심요양병원,BIZ_NO미존재사업장,대전광역시,개인,2014-02-28,56,16477520,2,1
2026-07,(주)녹십자,완제 의약품 제조업,경기도,법인,1988-01-01,2481,1193710800,144,79
2026-07,고양시립 행신그린어린이집,BIZ_NO미존재사업장,경기도,개인,2016-02-29,33,6996960,0,0
2026-07,트라닉스 주식회사,자동차용 신품 조향장치 및 현가장치 제조업,충청남도,법인,2023-03-20,2142,1136795720,52,16
2026-07,(주)열림데이타시스템,컴퓨터 및 주변장치  소프트웨어 도매업,서울특별시,법인,1996-05-21,39,14405680,0,0
2026-07,(주)금화피에스시-(일용)신한울 3 4호기 주설비공사 중 Liner Plate 설치공사,내부 전기배선 공사업,경상북도,법인,2024-12-02,50,30136860,9,0
2026-07,에스케이케미칼(주)생명과학부문판교,방직용 섬유 및 실 도매업,경기도,법인,2017-12-01,538,297088440,3,5
2026-07,의료법인 나라의료재단 드림나라병원,일반병원,부산광역시,법인,2012-10-01,32,9038860,1,0
2026-07,(주)창성에이스산업/수원현장,기타 반도체 소자 제조업,경기도,법인,2009-09-01,49,9200880,8,9
2026-07,사회적협동조합다우리,노인 양로 복지시설 운영업,경기도,법인,2019-07-15,70,10909660,2,1
2026-07,한국도로교통공단 용인운전면허시험장,데이터베이스 및 온라인 정보 제공업,경기도,법인,2011-01-01,77,27025380,8,1
2026-07,평안제관(주),주철관 제조업,경기도,법인,1988-01-01,77,25372240,0,1
2026-07,주식회사제이엔테크,그 외 기타 분류 안된 사업 지원 서비스업,경기도,법인,2023-06-01,50,12596240,3,1
2026-07,(주)진화이앤씨/일용/캐피탈랜드 코리아 No.9 데이터센터 개발 프로젝트,배관 및 냉ㆍ난방 공사업,경기도,법인,2024-07-10,41,17659240,15,0
2026-07,(주)티엠프라자,동력식 수지 공구 제조업,울산광역시,법인,2006-11-01,31,13742180,0,0
2026-07,효성ITX (주),고용 알선업,서울특별시,법인,1997-06-01,7759,1986135840,330,378
2026-07,한국우에무라주식회사,연마재 제조업,경기도,법인,2010-07-01,53,28872720,0,0
2026-07,(주)케어링 주간보호센터 부산 사하점,노인 양로 복지시설 운영업,부산광역시,법인,2024-09-01,30,5521760,3,3
2026-07,한국전자기술연구원,BIZ_NO미존재사업장,경기도,법인,1991-10-26,1493,637069580,38,30
2026-07,재단법인공주문화관광재단,BIZ_NO미존재사업장,충청남도,법인,2020-09-02,65,21073420,7,1
2026-07,서울대학교,비주거용 건물 임대업(점포  자기땅),서울특별시,법인,1988-01-01,1518,316900120,0,8
2026-07,주식회사비모소프트,응용 소프트웨어 개발 및 공급업,경기도,법인,2015-11-01,55,15537100,0,0
2026-07,(주)우리캐스트,선철 주물 주조업,경상북도,법인,2006-04-01,37,16213700,0,0
2026-07,라쿠텐심포니코리아 주식회사,응용 소프트웨어 개발 및 공급업,서울특별시,법인,2012-07-25,44,22725940,5,4
2026-07,부전전자(주),기타 반도체 소자 제조업,경기도,법인,1994-08-17,141,66744480,0,0
2026-07,(주)메트릭스,시장 조사 및 여론 조사업,서울특별시,법인,2019-12-02,164,48570380,45,9
2026-07,라인플러스주식회사,BIZ_NO미존재사업장,경기도,법인,2013-03-01,1817,1122286520,11,30
2026-07,넷스루(주),응용 소프트웨어 개발 및 공급업,서울특별시,법인,1999-12-01,82,40161260,0,6
2026-07,주식회사숲페이드,경영 컨설팅업,경기도,법인,2021-10-16,32,9389480,3,4
2026-07,한전전력연구원,태양력 발전업,대전광역시,법인,2004-08-30,52,19594820,7,8
2026-07,승화썬크루즈(주),호텔업,강원특별자치도,법인,1999-11-01,88,29546220,13,12
2026-07,제주특별자치도육아종합지원센터,BIZ_NO미존재사업장,제주특별자치도,법인,2004-04-01,33,8568940,0,0
2026-07,의료법인송산의료재단해양병원,BIZ_NO미존재사업장,부산광역시,법인,2011-05-27,30,8852300,10,9
2026-07,구로본점 끗 한의원,한의원,서울특별시,개인,2024-08-12,40,15489580,5,4
2026-07,에이치디현대오씨아이 주식회사,그 외 기타 분류 안된 화학제품 제조업,충청남도,법인,2016-03-01,112,68671860,0,1
2026-07,(주)씨더블유산업,건축 설계 및 관련 서비스업,경기도,법인,2017-10-24,94,27741980,9,10
2026-07,（주）경우산업,그 외 자동차용 신품 부품 제조업,경기도,법인,2008-09-01,42,13130720,1,0
2026-07,주식회사워로브라더스(WoloBrothers),데이터베이스 및 온라인 정보 제공업,경기도,법인,2018-10-12,41,13044760,3,1
2026-07,동산운수(주),시내버스 운송업 / 시외버스 운송업,인천광역시,법인,2000-01-11,44,8016060,7,6
2026-07,(주)성호라인,공영 우편업,서울특별시,법인,1997-10-01,33,8964580,0,0
2026-07,울산광역시북구청,비주거용 건물 임대업(점포  자기땅),울산광역시,법인,1997-07-15,198,71249040,23,22
2026-07,덕신건업(주)/일용/인천 효성지구 도시개발사업 공동주택(4BL) 중 소방기계(소화설비)공사,배관 및 냉ㆍ난방 공사업,인천광역시,법인,2024-12-06,31,14180560,10,1
2026-07,(주)대현엔지니어링/일용/대한항공 운북 신 엔진정비공장 증축 및 ETC#2신축공사중철골공사,수중 공사업,인천광역시,법인,2024-05-01,72,34566360,23,0
2026-07,유한회사 오엔산업,선박 구성 부분품 제조업,전남광주통합특별시,법인,2025-01-23,55,14461400,0,2
2026-07,서울특별시립 아동힐링센터,BIZ_NO미존재사업장,서울특별시,법인,2025-01-01,49,15361480,4,4
2026-07,사단법인 한국나눔연맹,BIZ_NO미존재사업장,대구광역시,법인,2013-04-15,42,11635800,6,9
2026-07,케이씨씨/일용/대조1구역주택재개발(통),일반용 도료 및 관련제품 제조업,서울특별시,법인,2024-09-12,31,4320600,16,25
2026-07,(주) 에스팀,문서 작성업,서울특별시,법인,2004-08-01,70,24657900,2,3
2026-07,제주이엠365의원,일반의원,제주특별자치도,개인,2024-11-27,31,8475260,5,4
2026-07,(주)큐스키친,BIZ_NO미존재사업장,경기도,법인,2015-05-01,94,19721880,11,12
2026-07,주식회사 해운,배관 및 냉ㆍ난방 공사업,전남광주통합특별시,법인,2018-01-01,30,10408900,3,3
2026-07,(주)인타운,응용 소프트웨어 개발 및 공급업,부산광역시,법인,1998-08-23,51,18197380,0,0
2026-07,헤이데이의원 명동,일반의원,서울특별시,개인,2024-11-21,36,13918000,5,5
2026-07,주식회사소프트위즈,응용 소프트웨어 개발 및 공급업,서울특별시,법인,2017-09-07,48,18745100,0,5
2026-07,쿠팡풀필먼트서비스 유한회사,화물 포장  검수 및 계량 서비스업,서울특별시,법인,2018-11-01,489,90019320,102,104
2026-07,부천대학교소사캠퍼스,기타 부동산 임대업,경기도,법인,2018-03-01,42,4821560,1,1
2026-07,CJ푸드빌(주),서양식 음식점업,서울특별시,법인,2008-07-01,1793,732967060,49,60
2026-07,위 (WE) 호텔,호텔업,제주특별자치도,법인,2013-09-01,67,19756540,8,2
2026-07,한국산업은행,국내은행,서울특별시,법인,1988-01-01,3334,1840618840,102,22
2026-07,(주)피앤피,그 외 기타 분류 안된 사업 지원 서비스업,경상북도,법인,2005-03-01,99,36760020,9,15
2026-07,한국경남태양유전(주),기타 반도체 소자 제조업,경상남도,법인,1999-11-01,1016,520085080,11,8
2026-07,주식회사세보엠이씨/일용/M16DRAM CLN Demo 장비 배관Hup 공사_6CWSF006,배관 및 냉ㆍ난방 공사업,경기도,법인,2026-06-26,40,16336540,40,0
2026-07,에스에스아이아트앤디자인(주),기타 교육지원 서비스업,서울특별시,법인,2021-01-01,34,10215020,1,8
2026-07,해창이오주식회사,그 외 기타 분류 안된 사업 지원 서비스업,경기도,법인,2023-04-01,34,11236960,0,0
2026-07,(의)안동병원,요양병원,경상북도,법인,1988-01-01,1478,543831780,23,47
2026-07,(주)예다종합설계감리사무소,기타 엔지니어링 서비스업,서울특별시,법인,1998-07-01,47,16198880,0,2
2026-07,(주)로뎀푸드,그 외 기타 식료품 제조업,경기도,법인,2007-11-01,106,39143360,4,3
2026-07,주식회사피에스스포츠(PS-SPORTS),체력 단련시설 운영업,인천광역시,법인,2020-08-01,38,6854260,9,3
2026-07,샤넬코리아유한회사,상품 종합 도매업,서울특별시,법인,1998-04-01,1867,881935980,47,57
